,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
train_loss,0.9984437420507629,0.8943093732583566,0.8300287480547309,0.7820282333220303,0.7523686169391294,0.7301391373947821,0.7162333651203514,0.7037317472001868,0.6950678752815608,0.6864650620308278,0.6816211247338042,0.6751066380761701,0.6694681013109889,0.6653126428788062,0.6607369761614097,0.6578675938630412,0.6533194582799394,0.6489525609466962,0.6446018791843212,0.640609823502731,0.6368430895000732
train_acc,0.51896316,0.52855074,0.53496,0.54097134,0.54665047,0.5535187,0.5573748,0.56344295,0.568016,0.5758723,0.5791731,0.5872655,0.5933862,0.598956,0.60369074,0.6080758,0.612028,0.6195171,0.6250869,0.6305037,0.6348625
valid_loss,0.7089475657235349,0.6946319102460256,0.6815499115067333,0.6798793110959205,0.6761484259923276,0.6893969131326679,0.6732379405023682,0.6735004407400128,0.6768641826168381,0.6700549925481094,0.6697876088185998,0.6680228775762835,0.6720073315917745,0.6713951574948487,0.6704776029024534,0.6658147381752899,0.6648015601988926,0.6650795334007775,0.666686937548729,0.6669739805827215,0.6663254229980525
valid_acc,0.5558151,0.56673026,0.57181036,0.5769415,0.57349354,0.57091266,0.5832152,0.58257246,0.5683522,0.58491874,0.5860816,0.58885634,0.5894888,0.57733935,0.59156984,0.59195745,0.59354883,0.59786385,0.58976424,0.59650713,0.589703
