,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
train_loss,1.0212837682860794,0.9280597406280335,0.8730952006623318,0.831256754996672,0.8000520408293029,0.7732361161858308,0.7539829373395972,0.7363680267718221,0.723006348800107,0.7116860415500639,0.7023275352165351,0.6952344949115605,0.688039177635722,0.6801428155404455,0.6753835960981556,0.6704204443135883,0.6648735089998528,0.6611611525441238,0.6563662479727488,0.6522633320241005,0.6478963271043797,0.6444330468610058,0.6401955515696488,0.6367863379155406,0.6319118730307498,0.629373152001185,0.6249915966202413,0.6201793289253977,0.6164904090081313,0.6130868098281091,0.6088901951605029,0.6044419674398115
train_acc,0.5158465,0.526952,0.5332183,0.53953534,0.54348665,0.5468545,0.5515859,0.5554548,0.5613913,0.56611633,0.5711839,0.5776976,0.5808434,0.5852133,0.5912196,0.59683895,0.6021285,0.6068853,0.61062735,0.61518115,0.6217836,0.62473917,0.6312338,0.6342147,0.64032245,0.6425486,0.64826316,0.6529882,0.6570854,0.6609035,0.6655779,0.66978925
valid_loss,0.7655682112351949,0.7027208498253458,0.6943363098197569,0.6947354525682718,0.6888017712591977,0.6804040471636301,0.6809838904512799,0.678859503044301,0.6815025998702325,0.6782949618054563,0.6750703280389441,0.6768117560927943,0.6741910002040822,0.6744621483558058,0.6785749760089425,0.6754579415725059,0.6715870942308119,0.6713696006423243,0.6755690280437758,0.6744886678182845,0.6704365539451635,0.6714710949953485,0.671799930076154,0.6707820601654059,0.6702481108726676,0.6764490563154676,0.674935445070616,0.6702181456428549,0.6714854303336092,0.6755073642430101,0.6740185015562127,0.6722018679158293
valid_acc,0.5315289,0.5556361,0.5606381,0.5533867,0.5637163,0.56805235,0.56427866,0.56750476,0.5631687,0.5735575,0.5756589,0.5750078,0.5795214,0.57744956,0.5746674,0.57272875,0.5824072,0.580143,0.575215,0.58132684,0.5851598,0.58256996,0.58030576,0.5848046,0.5847898,0.5785299,0.5798322,0.58789754,0.58578134,0.58598846,0.59026533,0.58783835
