,0,1,2,3,4,5,6,7,8,9,10,11
train_loss,0.9613953241179567,0.8776583279986827,0.833955422196919,0.8025750724025823,0.7794349151214949,0.7635073758025661,0.7488511540492948,0.7380728865407059,0.7284923270251719,0.7227881567503137,0.7174520272864259,0.7125442733478903
train_acc,0.50600815,0.5101736,0.5098555,0.51241237,0.514249,0.5111219,0.5146392,0.51746017,0.51775426,0.5196089,0.52064127,0.52363634
valid_loss,0.7076378169129739,0.7010793597162234,0.6942916337992723,0.6923749158879394,0.6901638706747767,0.6938220600034468,0.689966501171105,0.6882758317030576,0.6884535402685619,0.691877719945423,0.6890095556111544,0.6883342889342132
valid_acc,0.5199709,0.51820624,0.5292001,0.53494203,0.537785,0.5295502,0.5386393,0.54165035,0.5401378,0.5284438,0.537827,0.53873736
