,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
train_loss,0.9634875325406708,0.8754020253514562,0.8281998907884254,0.7953158990906204,0.7724677260484016,0.7551555842950674,0.7414849875687824,0.7295858584038714,0.7213649945426893,0.7142318211297664,0.710355968838395,0.7056872743797922,0.7012429389025213,0.69813947114415,0.6952818338941684,0.6928294464325044,0.69110425946566
train_acc,0.508051,0.51118344,0.51351595,0.5149188,0.5167442,0.5172907,0.52087396,0.524998,0.5252403,0.52876717,0.5287221,0.53219825,0.5372407,0.5390323,0.5409084,0.5438719,0.54658186
valid_loss,0.7033833396737235,0.6941262032209345,0.6909733113375007,0.6878239671535524,0.6869616539606491,0.6869613585811227,0.6853503892953596,0.6848552020789916,0.6838228460584941,0.683567960714877,0.6829478581521802,0.683264677664352,0.6819250808637215,0.6849918652978664,0.6826579908809384,0.6834034723757256,0.6819416844470281
valid_acc,0.5231497,0.5329433,0.5326804,0.54115945,0.54288155,0.5400815,0.5444459,0.55158406,0.55233335,0.5548311,0.5552912,0.555186,0.55778885,0.54345995,0.5508216,0.5500854,0.55767053
