,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
train_loss,1.0013842852736965,0.9073038703985181,0.8528731712998754,0.8147985826647618,0.7870070072820766,0.7600225128096872,0.7430340029635011,0.7273065711730708,0.7161587049744167,0.7075483124728718,0.6987118879071919,0.6929512459526256,0.6870882798927465,0.6799699238154517,0.6775469334286264,0.673331304279015,0.6685577351368668,0.6647470919233901,0.6623092003194044,0.6584769520866312,0.6551611362054129,0.6522363606891682,0.6500675811343655,0.646283050635937,0.6435172866205936,0.6399759957879483,0.6369755856395044
train_acc,0.51994973,0.53267014,0.5375489,0.5414507,0.5440645,0.55114484,0.55510366,0.55911964,0.56318,0.5666313,0.56977814,0.574898,0.5787427,0.5852266,0.5875676,0.5910063,0.59629744,0.6005862,0.60253394,0.60833263,0.6116063,0.613941,0.6178428,0.62072945,0.62548137,0.62914836,0.63349426
valid_loss,0.7062368723283224,0.7056393199776403,0.6839927200519093,0.6916178514062278,0.6799598463364834,0.6768531218031489,0.6742555933169972,0.6719188417648684,0.66948008597468,0.6696461651511681,0.6720778383481703,0.6682233206357896,0.6687857777737457,0.6676901461208002,0.6670032148031,0.6849957617854263,0.6796774413198033,0.6674697663355811,0.6650011023379162,0.6652688748426795,0.6644911316862298,0.6661470819962746,0.6642258542710903,0.6654883166936272,0.6646449488109271,0.6655151262342689,0.6718294885550897
valid_acc,0.5568516,0.5686646,0.5698193,0.5561559,0.5774281,0.5734312,0.5756221,0.5793377,0.586236,0.58521456,0.57491153,0.58639884,0.5888413,0.5863396,0.58981836,0.5548532,0.5846372,0.5841043,0.59388924,0.5923645,0.5952215,0.58654684,0.5956804,0.59670186,0.59123945,0.5959765,0.5928974
