,0,1,2,3,4,5,6,7
train_loss,0.9492343032619123,0.8223087047821251,0.7582256171583148,0.7219305499232007,0.7038387986419543,0.6915910377062806,0.6832256371036874,0.6776663032072359
train_acc,0.52644455,0.5367589,0.54510134,0.5557372,0.5619901,0.56928974,0.574343,0.5794081
valid_loss,0.6933355968691879,0.6765995002762537,0.6821955907680787,0.6697603967310153,0.6794835987650554,0.6715415982830366,0.6703630744358088,0.6821233910982621
valid_acc,0.5739245,0.578489,0.5781414,0.58394086,0.5556846,0.5751868,0.57638514,0.55160487
