,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
train_loss,1.0281788659038655,0.9353197501308417,0.878807546323988,0.8422003564708122,0.8063136142304604,0.7802749181410806,0.7613218872564004,0.7454577153821188,0.7332333720628086,0.7188468427867569,0.7123002521051678,0.7043709870169512,0.6981141291963112,0.6939736645327708,0.6859788259258126,0.6809456152337076
train_acc,0.510567,0.5213019,0.5267059,0.53027695,0.5358708,0.54004794,0.5445099,0.5481977,0.55182713,0.5586771,0.562657,0.564972,0.5700473,0.57258135,0.58090645,0.5863031
valid_loss,0.7187739374073407,0.7023445909259883,0.6920559070882516,0.6873791108604606,0.6842936789586473,0.6910631654046744,0.7021155203961754,0.7321860181206316,0.6787797855446877,0.6802305144338078,0.6754494536274002,0.6732096195610945,0.6801871378523183,0.6739042700961996,0.674787947499765,0.6746774299584142
valid_acc,0.5417973,0.54561406,0.55476415,0.5579164,0.5621592,0.55888766,0.5532988,0.5122512,0.5734392,0.56469804,0.57836354,0.58185655,0.5652774,0.58107275,0.5756032,0.58132833
