,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
train_loss,0.9452084906258189,0.8150965787516964,0.7505576958652784,0.7174857181568882,0.6997157183139917,0.6874058666215235,0.6792813580335361,0.6732569864032226,0.6666089380394467,0.6635136762125127,0.6588627269191819,0.6552068861765535,0.6496426909758601,0.647170600607932,0.6426433011619849,0.6368092862484721,0.6319506444010894,0.6263847466203333,0.6208467602534369,0.6142852564530021,0.608867891255362,0.6020574272141281,0.5963454743022599,0.5901175212036922,0.5838913689995449,0.5781512576078635,0.571540732863387,0.5656736479044537,0.5589159303201584,0.5532219272887335,0.5468188692505794
train_acc,0.5322617,0.5471401,0.55549693,0.5640737,0.5694556,0.5777325,0.5834263,0.58892024,0.59675324,0.59910834,0.6055579,0.61021614,0.6169616,0.621104,0.6265859,0.63381517,0.6396809,0.64595455,0.6537476,0.6587137,0.66518325,0.6727484,0.6793619,0.68550354,0.69224095,0.6971351,0.70469624,0.7094704,0.7164758,0.72226155,0.7278794
valid_loss,0.700251405650724,0.6716470899497161,0.6738405805173058,0.6704592258871149,0.6647134695673921,0.6656141986118221,0.6718255785967747,0.6651711792222276,0.6594440581004789,0.6625492782569863,0.6656647504930282,0.6569956114383677,0.6564885308656107,0.6545267552995145,0.6604546047616107,0.6512689618686857,0.6526900263877425,0.6498582230478646,0.6501632689690086,0.6595753347650695,0.6477316419502278,0.6459729946192929,0.6898917620888384,0.6426746902978759,0.6413448551366561,0.6404408714356093,0.6393081456855166,0.6497331039659867,0.6517844308699979,0.6415391711855734,0.6397906659665645
valid_acc,0.58789945,0.5825815,0.57767415,0.59526986,0.5931427,0.59136075,0.59449553,0.6014741,0.6058031,0.6039278,0.5878808,0.6067827,0.60702527,0.6092457,0.59568036,0.61635494,0.6165882,0.6190512,0.6152447,0.6149555,0.6235761,0.62376267,0.5996548,0.62966835,0.6322527,0.6303401,0.63382006,0.62755984,0.62648696,0.637328,0.633111
