,0,1,2,3,4,5,6,7
train_loss,0.9951364594730174,0.8830540748907705,0.8155434207764614,0.7747606659826147,0.7482996674628554,0.7320203309556579,0.7180187101081512,0.7100667154708271
train_acc,0.5099839,0.51603514,0.52206814,0.52749234,0.5309319,0.5324843,0.53858423,0.5428822
valid_loss,0.7080758458917791,0.6970797457478263,0.6915523364327171,0.6867149888927286,0.6923462396860123,0.6956429518352856,0.6868763049624182,0.6927613605694337
valid_acc,0.5334801,0.5374574,0.54143465,0.5483949,0.54471594,0.5387926,0.5495881,0.53707385
