,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
train_loss,0.960496535763642,0.8249708314957793,0.7627875756535129,0.7304201416522027,0.7128733763482499,0.7014272189178224,0.6949282967229337,0.6888322341082016,0.6837948598694915,0.6813745525341913,0.6770245468711247,0.6736721798952888,0.6714935565601282,0.6679580375917007,0.6644104972742321,0.6604884057355799,0.6570809008093441,0.6541357176633632,0.6495659099966998,0.6455250998104319,0.6414476464018344,0.6367232749003484,0.6322445028726551,0.6272397754415988
train_acc,0.5148172,0.5265978,0.53180444,0.5385493,0.5438275,0.55000395,0.5538752,0.5596979,0.5651351,0.5692448,0.5739388,0.57953894,0.58267885,0.5884698,0.59343797,0.60080683,0.6061208,0.6088474,0.6162838,0.62106913,0.6270111,0.63333863,0.6400715,0.6454571
valid_loss,0.7206691970854381,0.6886814713699194,0.6927523592766988,0.6903544976363474,0.6778517651146665,0.6776865067856106,0.6856987208976469,0.6834589892223949,0.6753052862568533,0.6760652252277483,0.6734764275077233,0.6744451688269698,0.6798091527848101,0.6720752137640152,0.6874994969650997,0.6753464230168433,0.6710458625471792,0.671663343458663,0.6744362933034524,0.6700749192832187,0.6730823493563244,0.6705136976336699,0.6723867876823986,0.6742869478668096
valid_acc,0.53337663,0.55578226,0.5418808,0.54621166,0.5670778,0.5670593,0.5566633,0.56050265,0.5738478,0.57220626,0.57725126,0.5750719,0.56795883,0.5790226,0.5500603,0.57352316,0.582797,0.5802467,0.5804415,0.58365023,0.58292687,0.58309376,0.58389133,0.5839284
