,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
train_loss,0.9850132024392786,0.865905201369944,0.8018838339706081,0.7616172341345538,0.7388107363772175,0.7185079589179971,0.7069751998065406,0.6990841621107576,0.6911438704501636,0.6872101283557003,0.6808017417690632,0.6772011996330312,0.6734173203077152,0.6694327329769969,0.6649158424057279,0.6620078537688516,0.6572064859856698,0.6531543295292376,0.6486752977706212,0.6438839449226547,0.6401513835584665,0.6352944845321656
train_acc,0.5123325,0.5223057,0.52788085,0.5333929,0.53506386,0.54535234,0.5515265,0.5552152,0.56298673,0.5675214,0.5719668,0.5793127,0.58311176,0.58871317,0.59506595,0.60046244,0.6063265,0.61245865,0.61770797,0.62526405,0.6291577,0.63511115
valid_loss,0.7134316162636736,0.7051271387291371,0.6881991202830509,0.6928071719420167,0.6832183752952435,0.6837771570509182,0.6890592048305629,0.6803137207609451,0.6795457142348416,0.6789822031156613,0.6761234554090734,0.6781870380922027,0.6780433804684677,0.6761179757645562,0.6860636629339426,0.6742777381704255,0.674829329171827,0.6736170589618389,0.6787711280917137,0.6744332794353173,0.6792621430640732,0.6743819428175423
valid_acc,0.54063165,0.54698265,0.55513597,0.5537751,0.5611314,0.5639759,0.54366004,0.56653833,0.56912535,0.5689782,0.5722518,0.57366174,0.563792,0.57402956,0.5506731,0.57721734,0.57204336,0.57693535,0.5770702,0.5759177,0.57021654,0.57628554
