,0,1,2,3,4,5,6,7,8,9,10,11,12
train_loss,1.0114037343265199,0.9071275501847943,0.8431083048054205,0.8040281140643409,0.7727504253495073,0.7526916666030038,0.7322241634589711,0.7204365203006888,0.7106950269804754,0.7010968888324823,0.693329185655603,0.6880209004036327,0.6826205945812828
train_acc,0.50785124,0.51997346,0.5263856,0.5289011,0.53548306,0.53810656,0.54578424,0.54960376,0.5558153,0.56248987,0.56887114,0.5740333,0.5797819
valid_loss,0.7303843006308961,0.6963323468064652,0.7117032851121273,0.7244567042468676,0.6945415290498357,0.6859715775508746,0.7070173478398242,0.6824380245625199,0.6819003747425272,0.6977072852638662,0.6840877197242206,0.6835398731638104,0.6842280669908843
valid_acc,0.5328665,0.5503304,0.526529,0.5289776,0.5392039,0.55411124,0.5226221,0.561637,0.56844246,0.5494122,0.5667681,0.5565778,0.56201506
