,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
train_loss,0.9878626978421651,0.8712722137350976,0.8040487682252633,0.7678916382378607,0.7393327140511459,0.719757254718634,0.7073348329013868,0.696938339658457,0.6881672477304612,0.6811305658712745,0.6751759026004895,0.6681819010168818,0.6619531297942481,0.6573117932402571,0.6515590346117367,0.6460638136433705,0.6412101450742754,0.6358395767486202,0.6306708231418358,0.6252012770843554,0.6194245309239493,0.6143966864905953,0.607830192025311,0.6021645996148232,0.5967564967953319,0.5903985294167345,0.584448347036105,0.5779898970875759,0.5743492157862018,0.5672822569136395,0.5631864154802321,0.5564234243677953,0.5512574380688089
train_acc,0.51174045,0.5269543,0.5345941,0.5383154,0.5450652,0.55253774,0.55975944,0.56593573,0.57326496,0.58071953,0.58549815,0.5958916,0.6019604,0.6069541,0.615693,0.621266,0.6275857,0.6346401,0.6389886,0.6460132,0.65296006,0.65665156,0.6657428,0.67064685,0.6761064,0.6835013,0.68938494,0.6946235,0.69898397,0.7049632,0.70866066,0.71530885,0.7195917
valid_loss,0.704966778122099,0.6865194451518337,0.6801167614151057,0.6801244792047648,0.6743445446849157,0.685273127640815,0.6786037768263785,0.6689289020882907,0.6704783723977193,0.6666152090510019,0.6862480267492939,0.6641736955049155,0.6631402030551267,0.6602960081131634,0.6587431330255775,0.6614472883969068,0.6600097064211033,0.6566222945954882,0.6669116904033459,0.6539302453446264,0.6539036128181659,0.6522738542343628,0.6625342520406885,0.6525786730398738,0.6512602010234846,0.6525395282649116,0.6509520232600201,0.6557116596085244,0.6479649743679388,0.6493212781162929,0.6544079178210247,0.6492459819799323,0.6519308780931503
valid_acc,0.5516035,0.56345034,0.5678825,0.5629486,0.57539475,0.5478543,0.5734575,0.58746463,0.5823217,0.5906145,0.5681194,0.5956459,0.5937225,0.5999805,0.60056585,0.5950605,0.60194564,0.60246134,0.58718586,0.60733944,0.6087611,0.6102245,0.60600144,0.6126496,0.6128029,0.6144197,0.61540926,0.6086635,0.6210957,0.62013406,0.6169842,0.6193675,0.6209146
