,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
train_loss,0.9947207506164533,0.9227483570563118,0.870248383578252,0.8361783409270148,0.8089641977275057,0.7864149540284234,0.7712861665545477,0.7550916214240788,0.7458030496337409,0.7369102396937348,0.7287007092956769,0.7236315572606876,0.7179188973157781,0.7133619591118112,0.7095418720172536,0.7065248621544459,0.7038612692974423,0.7011962947520934,0.6980372507410113,0.6967615237061551,0.6951369878395951,0.6942913537799628,0.692048135435656,0.6908310167935732,0.6886557595150867,0.6884748221097075,0.6875242300201794,0.6870306248018326,0.6855111103261491,0.6848697571476724,0.6839493041184534,0.6831402959203381,0.6816275207370548,0.6821473597842832,0.680850357475843,0.6806065453849536
train_acc,0.50278616,0.5055265,0.5103309,0.509563,0.510817,0.51296556,0.5142406,0.5171078,0.51608634,0.5195734,0.5218981,0.5222926,0.5245398,0.5249766,0.5290554,0.52749854,0.530253,0.5334864,0.5351208,0.53645223,0.5382204,0.53913623,0.5417498,0.543363,0.54770243,0.54754746,0.5501258,0.5506259,0.55448633,0.5559798,0.5576282,0.5591076,0.5610026,0.5602347,0.5637007,0.564222
valid_loss,0.7168560238378077,0.7056703335433081,0.7038069076640527,0.6940850484960402,0.6934157671702594,0.6918637307729488,0.689917752291184,0.6889465829637007,0.688866400596417,0.6881410203179595,0.6873585891094246,0.6873452131803104,0.6874241699249428,0.686698861340183,0.6866932791830165,0.6871714227897563,0.6863934124251087,0.6862800352066318,0.6871433761321395,0.6895548747971085,0.6886892937472686,0.685340920095525,0.6855352773226595,0.6868668163069814,0.6862657260239915,0.684680722910681,0.6844443061127728,0.6846507423063597,0.6840771576735796,0.6844279850076159,0.6840916034079461,0.6838067421881874,0.6859822041731249,0.684513486268176,0.6845076021168859,0.6954573620511404
valid_acc,0.517777,0.5178756,0.51805645,0.5311899,0.5301379,0.53437877,0.53916204,0.54003316,0.5395072,0.5409537,0.5436823,0.5437809,0.543748,0.54636157,0.5456712,0.5456055,0.54775876,0.54780805,0.54424113,0.53557867,0.5390305,0.5510791,0.5519338,0.543633,0.54982984,0.55342966,0.55361044,0.5511613,0.5551391,0.5531831,0.5553035,0.55467886,0.5482354,0.553331,0.5534954,0.5225274
