,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
train_loss,0.9751885849100016,0.897610623755116,0.8483026450764762,0.8141396003215429,0.7870356270179353,0.7672723052512438,0.7531379696782297,0.7387503566013683,0.7302821690918248,0.7228837806400286,0.716517385888572,0.7118779840247021,0.7081102308915374,0.7044162684507699,0.7031771085953048,0.6998267397126824,0.697811682065449,0.696579357251466,0.6942172993853083,0.693664925938169,0.6922979631626907,0.6913750449965003,0.6907628755093544,0.6897064000663462,0.6892376961085265,0.6882422473178794
train_acc,0.50342095,0.5066291,0.50809604,0.5084488,0.51175773,0.5110467,0.5119929,0.51444525,0.5157162,0.5177654,0.5187452,0.52055925,0.52298355,0.52400815,0.5240642,0.5263765,0.52770907,0.5270372,0.53185225,0.53174025,0.5336719,0.53504366,0.53646016,0.5377535,0.5394388,0.5408777
valid_loss,0.7121293375204484,0.7146197497615765,0.6963206137008134,0.6936310536934989,0.6943563612940244,0.6922804849502189,0.6901135161249239,0.6903642361851136,0.6901050173510259,0.6901030297191897,0.6897821366371143,0.6891699975208365,0.6904037651498519,0.6890946809854867,0.6891466460677605,0.689291168077762,0.688251997792057,0.6908916724228714,0.6885471527606285,0.68909400232759,0.688184245299954,0.6879564533041029,0.6887586114345724,0.6892132805690298,0.6884632812417697,0.6892732054947455
valid_acc,0.5147885,0.5214773,0.52283597,0.5261803,0.51966137,0.5259452,0.53105325,0.53079194,0.53144515,0.53040004,0.5316542,0.53478956,0.5300996,0.5345544,0.53282994,0.5341755,0.53690594,0.52891076,0.53639644,0.53450215,0.5372064,0.5387218,0.5354166,0.5325164,0.53893083,0.5345675
