,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
train_loss,0.9763387928787047,0.8965033518807854,0.8487830292945704,0.8103517162898051,0.7869325402739266,0.7654051359932836,0.7520190561959882,0.7376772525074884,0.728087955489559,0.7193983200493157,0.7137536868576504,0.7094319771836255,0.703409844720039,0.7002011888924,0.6965107925460062,0.6932659037079487,0.6906680386349292,0.6888824522501648,0.6873142438582106,0.684999096726356,0.6838417187670236,0.6817002419536061,0.6802600270259362,0.6799215494019624,0.678777655310347,0.6782494691733651,0.6766965073806919,0.6756929859067079,0.6749213252742688,0.6748531172528466,0.6735339921553364,0.6730630653029483,0.672493669044054,0.6727214940184157,0.671235723991975,0.670545766356385,0.6701549152394086,0.6699308539851874
train_acc,0.50471985,0.5102956,0.51222163,0.51554453,0.51707226,0.520841,0.52271944,0.5270885,0.52669024,0.5304293,0.5322126,0.5354701,0.53925073,0.5411054,0.54319185,0.548096,0.55025977,0.5535529,0.55489045,0.55823714,0.561881,0.56537634,0.5672785,0.56654143,0.5694185,0.5716179,0.5749943,0.575452,0.5766409,0.5770808,0.5800827,0.58150345,0.5819552,0.58119434,0.5843211,0.5841903,0.58632433,0.58646697
valid_loss,0.7127431822952747,0.6988239100946395,0.6941077007480579,0.6907282620416263,0.6883974071299538,0.6879684872334799,0.6853886126245076,0.6839815197253797,0.6832298077443472,0.6830459218580233,0.6829001611339067,0.6820423439830849,0.6819340251610413,0.6807928234681848,0.6813010923253795,0.6812855892645813,0.680020536057691,0.6824115434662903,0.6803892117462105,0.6805251087539619,0.679571255481426,0.6791786654897826,0.6775693821673578,0.679078461069046,0.6776164015862789,0.6773225682999159,0.6768191580273195,0.6776989834206575,0.6768776173449286,0.6761713988566227,0.6760669578516902,0.6765123444154573,0.675741020866087,0.6753897975544622,0.677753662521715,0.6756081568417349,0.6762307115809993,0.6772889903261081
valid_acc,0.5286416,0.5369081,0.5460623,0.5463536,0.5508475,0.54517466,0.5536076,0.55878115,0.5603207,0.56167996,0.5604594,0.56474525,0.56417656,0.568823,0.5642459,0.56280345,0.57000196,0.5606397,0.56409335,0.56731117,0.5659658,0.57008517,0.57559156,0.57073706,0.57326144,0.57589674,0.5770618,0.57073706,0.57600766,0.57556385,0.57607704,0.57356656,0.57568866,0.57690924,0.57527256,0.57620186,0.5780327,0.5702655
