,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
train_loss,0.9682188975393555,0.8657701668964277,0.8086325289577795,0.7738057743665926,0.7501295889916239,0.733019662119608,0.7228033134485473,0.7140621169703663,0.7081994385345067,0.703274403363974,0.6993598156202431,0.6969000794073313,0.6938427855634095,0.6920745627850434,0.690576005954173,0.6890650664142921,0.6882132991473392,0.6868634636411507,0.6860257344455799,0.6857084802138718,0.6853087077539458,0.6841087076559541,0.6838051842404723,0.6829175287343239,0.6824658517313289,0.6825180549643906,0.6816720635417403,0.6815808526847196,0.6809872813526818,0.6806916630912336,0.6803721217473744,0.6799990954119931,0.6796820605551708,0.6794757375295498
train_acc,0.5031466,0.5085693,0.5097613,0.5125099,0.5134548,0.5182776,0.5194382,0.5202263,0.5207831,0.52331215,0.52678216,0.5283741,0.53204805,0.5345418,0.5346163,0.53814906,0.5389411,0.5421602,0.5440266,0.5436149,0.54418737,0.5478966,0.5478417,0.5508413,0.5524606,0.5507589,0.5550014,0.5544956,0.55555034,0.5570599,0.55734617,0.55964774,0.5595262,0.5599849
valid_loss,0.7073335822405776,0.698041448333853,0.6951294145623326,0.691190294620861,0.6892603312666584,0.6893391825644065,0.6888420462704313,0.6894229664550223,0.6870221608563244,0.6867442953345876,0.6862405196913205,0.6864030423799595,0.6868941776570533,0.6856891416835236,0.6855503055626901,0.6863208286638102,0.6872829754530364,0.6848195679073062,0.6859460501776934,0.6889451029842668,0.6845922217797,0.6843314931291088,0.6844234529667577,0.6839128227528052,0.684481236150127,0.6840213215550799,0.6838580042209137,0.6874603202489938,0.6838639206255165,0.6834838519273886,0.6840671250500888,0.6840970992270916,0.6835530159072132,0.6837567543774713
valid_acc,0.5185311,0.52396554,0.5252006,0.5252372,0.52873206,0.53348035,0.52882355,0.533828,0.53748757,0.5384482,0.5398571,0.54028714,0.5389422,0.5413026,0.54106474,0.5393814,0.534075,0.5453373,0.5419431,0.53829265,0.54498047,0.5442669,0.54455966,0.547716,0.5417509,0.54739577,0.5462064,0.53859454,0.5461881,0.54894197,0.5484388,0.54719454,0.5464443,0.54935366
