,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
train_loss,0.9506929687136959,0.8566431099974057,0.8051226878394905,0.7691385280352078,0.747916633001857,0.7303800017609292,0.7190947204321385,0.7106843438898865,0.7046650358961845,0.6999867833979873,0.6962770425522152,0.6933317500235685,0.6906940518092547,0.6886862050696654,0.6871400081905599,0.6863966996290373,0.6848641267474628,0.6834866429059105,0.683117476436806
train_acc,0.5105827,0.5150634,0.51636505,0.520337,0.5219739,0.52441543,0.5277918,0.53060806,0.5339686,0.5366547,0.5387334,0.5421965,0.5470796,0.54932,0.5513395,0.55206525,0.5547474,0.55814743,0.55837226
valid_loss,0.703738433116491,0.6941908983520021,0.6889303931781284,0.6873192644105219,0.6851947151619281,0.6850655435409906,0.6845751914442981,0.6844945354588761,0.6833021794375185,0.6839372035927281,0.6823780918451353,0.6826428971134709,0.685791110390329,0.6826697729276708,0.681700045950826,0.6818989413052451,0.6841161753376144,0.6820943893415203,0.6840450670490593
valid_acc,0.5373288,0.533491,0.54673463,0.5433938,0.55287325,0.5562141,0.555395,0.55582756,0.5585793,0.5530021,0.5630522,0.5607513,0.543311,0.5592328,0.5634939,0.5638805,0.5587266,0.5607329,0.5512627
