,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
train_loss,0.9795576047425099,0.9015513759775131,0.8494337703488632,0.8115858872510462,0.7880455893719204,0.7685491375103082,0.7502805271924391,0.7393005145441673,0.7303569324982434,0.722070343225364,0.7151057272584918,0.7105869517258435,0.7058582570957489,0.7028723712345032,0.70049419123105,0.6979693163270819,0.6957470196727643,0.6937628545913643,0.6922781781969376,0.6910821599735298,0.6892178929382066,0.6886155504864998,0.6872416516755858,0.6865786887302621,0.6854237086749707,0.6850152621080101,0.6848713034869075,0.6833485329181455,0.6829776087056978
train_acc,0.5083389,0.5102693,0.5114443,0.51454365,0.51645005,0.51574266,0.5196813,0.51927966,0.5231224,0.5244233,0.5274687,0.5267433,0.5320788,0.53198284,0.535364,0.53566974,0.5382775,0.5409752,0.5418685,0.54306746,0.545969,0.54616684,0.5496439,0.55203587,0.5521977,0.55355257,0.5548115,0.55620235,0.55852836
valid_loss,0.7115362148632418,0.704245027933509,0.7029112500600139,0.6949424007769681,0.6908164695019922,0.6918821259651472,0.6900878643669404,0.6890341652792006,0.687770368829776,0.6876498874925636,0.6874342593484399,0.687210072150746,0.687297052135833,0.68752220064164,0.6866764093515906,0.6865602487983495,0.6868872395911105,0.6867378525090961,0.6863559386399697,0.6863500731027048,0.6877542237549132,0.685984791912621,0.6858291240134662,0.6854772732664378,0.6853932681876074,0.6858721765559409,0.6864788212614771,0.6876897311090573,0.68604817972398
valid_acc,0.5231081,0.52994823,0.53179467,0.53393483,0.5346202,0.53937614,0.53980976,0.5411666,0.5448454,0.5407469,0.54420197,0.5450133,0.546524,0.54644006,0.54459363,0.54635614,0.54655194,0.54712546,0.5479368,0.54873407,0.5384389,0.5481466,0.5498671,0.550007,0.5504266,0.5506924,0.5479088,0.5424815,0.5486222
