,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
train_loss,0.9593495620436779,0.8613640469166483,0.8095595106336226,0.774527715859075,0.7511079409843344,0.7344067740732362,0.722175005732949,0.7136523733536089,0.7068678772527384,0.702147896621855,0.6978281799325557,0.6953090144160992,0.6925082801173331,0.6909485227162894,0.6892680355475364,0.6877228524218996,0.6869005123618681,0.6857483866712871,0.6848729102058636,0.6842766080870892
train_acc,0.5074532,0.51130015,0.5125549,0.5161809,0.51736057,0.52011067,0.5232671,0.52458495,0.526972,0.5304244,0.5338768,0.5349184,0.5375738,0.5389981,0.54120374,0.5441156,0.5455557,0.54932374,0.5513715,0.5520541
valid_loss,0.7044313141824712,0.6948503251168898,0.690276734779914,0.6911545880043531,0.6878055051525815,0.690457400268641,0.6858869503120838,0.6890687186798629,0.6853082705996238,0.6856225175106962,0.6851914453488033,0.6852340694236425,0.68448037287401,0.6859078288651187,0.6864065631802381,0.683450629968793,0.6852849567198349,0.6844002058318082,0.684025295047065,0.6835989861458404
valid_acc,0.5253448,0.53208375,0.534772,0.5342748,0.5401116,0.5311355,0.54492646,0.53189963,0.5452487,0.54476994,0.5477896,0.5479921,0.5482959,0.54155695,0.5461417,0.5521902,0.54877466,0.548342,0.5509657,0.5510118
