,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
train_loss,1.0063980989001642,0.9318645072689292,0.8813582725893238,0.8434687481819715,0.8184014964298438,0.7968192100067518,0.7791099947381218,0.7641475496593882,0.7524222827790494,0.741071616511561,0.7320385497609538,0.725891472981861,0.7213156506563104,0.7144830400202846,0.7121712207716786,0.707757146930625,0.7049682056904103,0.7022789848240544,0.6991085856797806,0.6974512620237476,0.6960757156160203,0.6941223480840615,0.6928367866294239,0.6914026845657182,0.6907436776391997,0.6887332369972327,0.6875610459711886,0.6870098179745067,0.6862100828306922,0.6847740502170976,0.6848769961720251,0.6834962550793657,0.6831696892806042,0.6822849036244678,0.6813987241535872,0.6808146920172603,0.6804537538727292,0.6798319877227953,0.6794860486808195,0.6789615308017833,0.6782119970027557,0.6778208178951016,0.6770925802631743,0.6769112848921699
train_acc,0.5023574,0.50587696,0.51130754,0.51157314,0.5119126,0.5142811,0.5148271,0.51768994,0.51635444,0.5201027,0.52207273,0.5236591,0.5244634,0.5302186,0.5265884,0.529134,0.5314582,0.5338783,0.5354205,0.5363575,0.5378332,0.54091007,0.5410355,0.54398686,0.54365486,0.54794174,0.5486427,0.55130637,0.5523541,0.5554088,0.5551653,0.5581167,0.5586775,0.55977684,0.5628463,0.5640859,0.5636727,0.566661,0.56718487,0.56698567,0.5694132,0.56992966,0.57147175,0.5721211
valid_loss,0.717924108558199,0.7072373849764598,0.7011021888501325,0.6962647972659419,0.6974735405776139,0.6925638683929781,0.6912242378447238,0.695098702140198,0.6900407438630377,0.6890325339523704,0.689788110490981,0.6882553000925042,0.6869493723562132,0.6886677018960085,0.68792136431746,0.6863079648610184,0.6862239678498953,0.6867994073306035,0.6860107664808693,0.6865784777157933,0.6856829253954271,0.6854406955341285,0.6853862197836079,0.6853062735086589,0.6850784093549456,0.6851273044319133,0.6851440943292058,0.6852157986983997,0.6846490511295358,0.6847870023666996,0.684583483355339,0.6873322900646657,0.687551529811604,0.6842165419738716,0.6843726547016604,0.6840736470124372,0.6874783553066994,0.6845891220501679,0.6854324350250746,0.6834960162295853,0.6839032467788495,0.6849661592096206,0.6836296534686036,0.6836917333043852
valid_acc,0.51677716,0.51980716,0.52547127,0.52509254,0.52936214,0.53268486,0.53380394,0.53129035,0.53626585,0.5383145,0.5414651,0.54366875,0.54673326,0.54032886,0.54303175,0.54847205,0.54793835,0.54602736,0.549264,0.5470259,0.5501593,0.5512267,0.5511406,0.5512783,0.5533787,0.5543772,0.5505208,0.55200136,0.5537058,0.5521219,0.55472153,0.54673326,0.54346216,0.55578893,0.5552897,0.55675304,0.5472842,0.5553069,0.5513472,0.55623657,0.55537575,0.552208,0.5569596,0.5564948
