,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
train_loss,0.9671734973438519,0.8667539602476172,0.8109339200678654,0.7775268461521424,0.7530807896366849,0.735749627072243,0.7245115528183662,0.7161190672851532,0.7091019037762091,0.7042602677715658,0.7004582285802339,0.6978577340113161,0.6949414990492355,0.6927006910260692,0.6909439767142503,0.6896039129751684,0.6880950381114154,0.6874961183431838,0.6857454730348125,0.685541770541884,0.6845633237634146,0.6835876229817321,0.6831393724338961,0.6825784363842032,0.6823225650976086,0.6814796421159763,0.6812422796564899,0.6807148152421174,0.6802479247086212,0.6800520094672021,0.6794694463464437,0.6791770816935422,0.6787443746097632,0.6783900660801566,0.6779118734135969,0.6778978679040288,0.6774508385322512,0.6768436950486298,0.6768561768904857,0.6770278604029901
train_acc,0.50418,0.509862,0.5124616,0.5130269,0.51630735,0.52035946,0.5214818,0.52247214,0.5265862,0.5293096,0.5311004,0.5338733,0.53651834,0.5375458,0.5414741,0.54340523,0.54579437,0.5478493,0.5509647,0.55217373,0.55325484,0.556329,0.5564033,0.55863565,0.5591267,0.5606988,0.56123936,0.56316227,0.564132,0.5642516,0.5657908,0.5666738,0.5678044,0.56858015,0.5689722,0.5697438,0.56976444,0.5718689,0.5723599,0.5706805
valid_loss,0.7079403396438394,0.6965416131256308,0.6912318280663657,0.6903387530672587,0.6883567049773694,0.6873452986494851,0.6869935222637651,0.6878365580221297,0.6859342114460907,0.6863678724864348,0.6850427422303862,0.6848974884324222,0.6881191816903105,0.6860858750647251,0.6847473861442066,0.6864625473490842,0.6841842457013647,0.6850615726588644,0.6835985042253641,0.6833494632023877,0.6869638993636278,0.6827561909846532,0.6830944788017287,0.6823777176795713,0.6820811751842343,0.682007278823735,0.684032269428931,0.6818840121727524,0.6837675600835942,0.6818033908459832,0.6822355215134575,0.6815846611590295,0.681751773369374,0.6815588569779304,0.6815009728174216,0.6810596340719206,0.6844851750048995,0.6817726670441201,0.6821037520247778,0.6819223210160189
valid_acc,0.5225395,0.5305694,0.5378194,0.53351563,0.5399472,0.5424409,0.54614776,0.5388111,0.55042267,0.5499605,0.5521172,0.55236757,0.5369047,0.54963315,0.55189574,0.5501627,0.5544665,0.55366737,0.5546398,0.5554871,0.5478038,0.559425,0.557095,0.55981976,0.560927,0.5619572,0.551087,0.5614565,0.55592996,0.5619379,0.55932873,0.5621305,0.5617165,0.56181276,0.5618224,0.5642872,0.5547361,0.56184167,0.56006044,0.55955976
