,0,1,2,3,4,5,6,7,8,9,10
train_loss,0.974391103312156,0.8968482281534447,0.8470668962484295,0.8147673316489419,0.7911417834049519,0.7698317536447735,0.7557149978753992,0.741871707533141,0.7327017334582063,0.725018987904197,0.7198377707153873
train_acc,0.5047062,0.5074206,0.51164925,0.5119697,0.51431966,0.51656276,0.516368,0.5216271,0.5205213,0.5235875,0.5236378
valid_loss,0.7115300094021505,0.7032927828944683,0.7029358654158679,0.6931597325070878,0.6933080137069589,0.69278679892627,0.6895921528688932,0.6899396766666624,0.6902882207483019,0.6896098696679374,0.6904842215274495
valid_acc,0.5191766,0.526771,0.52454257,0.532914,0.53263545,0.5323276,0.5375469,0.5348786,0.5366086,0.53715104,0.53718036
