,0,1,2,3,4,5,6,7,8,9,10,11,12
train_loss,1.0320764935761555,0.9354493978527818,0.8795698659518613,0.8332125638912101,0.8011133613363166,0.7749512467929022,0.7538572735073223,0.7384923841376017,0.7217053350887135,0.7107904235572627,0.7041414864598825,0.695545313049479,0.6892634238196018
train_acc,0.5113636,0.51919746,0.5251981,0.5309653,0.5334988,0.5379452,0.5421468,0.54501617,0.55384064,0.55861723,0.560348,0.56669587,0.5709829
valid_loss,0.7275786283225936,0.7072874414255383,0.6982991063600202,0.6931851476889341,0.6875713375211475,0.6935573870774844,0.6838836024372487,0.6838924574777244,0.6814661938749061,0.6848438099763444,0.6869701885585435,0.684330399099941,0.6828842691259831
valid_acc,0.53075266,0.5403969,0.5432131,0.54719836,0.55095774,0.53946704,0.55589944,0.55406624,0.5607216,0.55357474,0.55269796,0.55524856,0.5587821
