,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
train_loss,1.0038877757571274,0.9121610248914539,0.850852630059277,0.8093269991525094,0.7740012076562053,0.7514364780686018,0.72788652444746,0.7122818107842341,0.6992056908212801,0.6847437789903377,0.6768868141553357,0.6669512001239446,0.6607444465976872,0.6523190202019331,0.6451224921960848,0.6404915198887864,0.6328927113148275,0.628335905401674,0.6228180760447638,0.6187223177054617,0.6115769164892966,0.6090256791420248,0.6032172745773283,0.5984606370372982,0.5937627711835203,0.5895879314071351,0.5847886599860503,0.5793898338151903,0.5755868066974112,0.5719596450907969,0.5664774727319949,0.5605603498817295,0.5572860513716942,0.5529387946435206,0.5485613835771043,0.5451857503514342,0.5400592127799436
train_acc,0.53569365,0.54610026,0.5573811,0.56186694,0.569693,0.5729549,0.58123916,0.5847482,0.59324354,0.6012324,0.6048681,0.61195856,0.6166253,0.62454784,0.62888896,0.6351353,0.6419123,0.6458133,0.65181845,0.6560993,0.6624542,0.6655352,0.6712088,0.67498314,0.67988497,0.6832795,0.68900734,0.6937283,0.6961581,0.69893765,0.7044665,0.7099713,0.71165955,0.7166277,0.7200584,0.7237061,0.7277156
valid_loss,0.7096274540137301,0.6989345100764461,0.6805481101319403,0.6708879392388764,0.6729920210827182,0.6642105191219021,0.6665050472292419,0.6673207672502103,0.6586336222058803,0.6607301688074196,0.656049103416021,0.6560771821577667,0.6524402869277329,0.6495560054448201,0.6615795054254204,0.6476763191782212,0.6567729991133233,0.6511985223075487,0.6524388436688706,0.6471038450803268,0.6453168133778885,0.6650360398077743,0.6416254711940687,0.6402363041129399,0.6414405556885091,0.642224580665837,0.6496001928562567,0.6396275218928901,0.6434897298295122,0.6361621581794663,0.636394544195295,0.6392401611525563,0.6324872928587293,0.632844417793381,0.6330229366158718,0.6478981772186498,0.6342266743221239
valid_acc,0.5732675,0.5742101,0.5965786,0.5978729,0.59123266,0.60240287,0.60653895,0.5905011,0.6128134,0.6122084,0.6075519,0.60728455,0.6191863,0.6188346,0.6158662,0.6232239,0.6076644,0.62451816,0.6258125,0.62132466,0.6230973,0.59687406,0.63259333,0.62824625,0.6277398,0.63525224,0.6329732,0.63011736,0.6367013,0.6375032,0.637053,0.6346614,0.6422864,0.64363694,0.6436088,0.6386849,0.64695704
