,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
train_loss,1.0083046090307164,0.8981503665041028,0.8266298066701693,0.7842139332597227,0.7516199938217928,0.7281144122269194,0.7136789830002445,0.7018343906058019,0.6927518786641452,0.6857407147667433,0.6789522779600526,0.6746570170295506,0.6686157432123935,0.6649174562703791,0.6615854732139674,0.6583345825417877,0.6539267871142197,0.6511211682959224,0.6478847834282779,0.6441268304681069,0.6405378500652661,0.6373376607254041,0.6336177159600185
train_acc,0.5170217,0.5249785,0.5344339,0.53704655,0.54355234,0.5497449,0.55337644,0.55952144,0.56612235,0.5704199,0.5781904,0.5830509,0.5912733,0.5960308,0.60089916,0.6047725,0.6118532,0.6150763,0.61831933,0.62383795,0.6283139,0.63248456,0.63703185
valid_loss,0.71378153949276,0.697008976606357,0.6936105198679672,0.6902617390287702,0.6791640963534357,0.6773807967217389,0.6750188580794657,0.6800771679668538,0.6739863838025608,0.674978550600401,0.6714874989773393,0.6751376970183078,0.6722680033899102,0.670250258646394,0.6694506725293398,0.6688557205953983,0.6695538970802887,0.6678855350695445,0.6671854242382375,0.667954506976573,0.6688382109807202,0.6675668145163842,0.6673878054409844
valid_acc,0.54358345,0.55530375,0.55844885,0.5488284,0.5685411,0.56897587,0.57314783,0.5618345,0.5748221,0.57119596,0.582167,0.57754177,0.5796879,0.5833048,0.5843501,0.58700496,0.58225024,0.5884573,0.58802253,0.5884388,0.58701426,0.5897801,0.58898455
