,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
train_loss,1.0210047985633766,0.9328615742629511,0.8734319227055112,0.8299836115651856,0.7988771000452288,0.7716811036116786,0.7503111753881264,0.7322289950817379,0.7174823872694461,0.7062753202685883,0.6944244466302439,0.6865595998499876,0.6801055100136107,0.6725460151690378,0.6684526304744902
train_acc,0.52492815,0.53531384,0.5419368,0.54897285,0.54997075,0.556492,0.56099206,0.56586707,0.57004297,0.5757252,0.58263415,0.58608544,0.59017235,0.5980856,0.6008949
valid_loss,0.7568407043263943,0.6946764449395199,0.6886469157712205,0.706602726502726,0.6820700020172591,0.6740113159102068,0.6713727366926407,0.670780293209001,0.6667279175516336,0.6702140470009904,0.6638184303298796,0.6646130887074722,0.6805794276489356,0.6645296419997044,0.663903389104626
valid_acc,0.55603015,0.5669455,0.5689328,0.57428664,0.58256215,0.57298154,0.57965535,0.5880495,0.58308125,0.59068936,0.59189063,0.5876342,0.58517236,0.5948716,0.5952127
