,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
train_loss,1.0245668752969337,0.9147529469054361,0.8499989516181776,0.802873592405699,0.7677547798661757,0.7390552477386148,0.7207529217525327,0.7011312406247652,0.6882199981358189,0.6747709696711859,0.6649585216436875,0.6548541711720602,0.6471380054207811,0.6393484523935122,0.6311247163980275,0.6251256525668202,0.6190044801811319,0.611536465003259,0.6065151774284021,0.6012875559180991,0.5960041594039084,0.5905807615091421,0.5852463662674923,0.5798508063906145,0.575406716940202,0.5716837724792356,0.5636489810917777,0.5592503819184449
train_acc,0.51774955,0.5347541,0.5440476,0.5541731,0.5629337,0.572722,0.5784917,0.5883943,0.59573555,0.6037783,0.613099,0.62115264,0.6281839,0.6353294,0.64193654,0.6486851,0.6550366,0.661187,0.6664183,0.6722478,0.67663085,0.6811933,0.68692493,0.69122636,0.69464684,0.6984317,0.7054902,0.71017224
valid_loss,0.7080264836164052,0.6933391820093898,0.6787572536790141,0.6662205535857404,0.6609066970964401,0.6615900625215958,0.654512113682759,0.6599543547470582,0.6500252548349768,0.6453228378026055,0.6413041606824519,0.6392421308540545,0.634868638155963,0.6331000372321994,0.6422768206255863,0.6318127036439534,0.6301843516718814,0.6255079225066446,0.6308879809972993,0.6477328143083269,0.6206662706727879,0.6193970955550195,0.61688720341994,0.6142165567108576,0.6200174793297765,0.6190860006843479,0.6174372837173572,0.6196123419489007
valid_acc,0.55627316,0.56595445,0.5759656,0.5925494,0.6020276,0.59521395,0.6110237,0.59504896,0.6159468,0.6188398,0.6260595,0.63279706,0.63585496,0.6349921,0.61957574,0.64044815,0.63848144,0.6432777,0.6415774,0.6139294,0.6490636,0.6508781,0.6543166,0.656296,0.65331423,0.64873374,0.6517028,0.6478582
