,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
train_loss,0.9410386502277389,0.83484097333051,0.7830523287278873,0.7525116739179958,0.7331410878152453,0.7209683947933284,0.7114045235500214,0.7036740432315366,0.6985063554933185,0.6936346299150735,0.6913259451139739,0.688365769986847,0.686161272270361,0.684439828298715,0.6826431150909696,0.68101127068148,0.679348501323665,0.6788992481256686,0.6778710088435742,0.6770894978081621,0.6764994885431279,0.675466383733569,0.6743010667553542,0.6735396293457595,0.672933860544303,0.671994759774837,0.6718587795446328,0.6710033519055818,0.670375977507379,0.669825854072986
train_acc,0.5062161,0.51241904,0.5169115,0.52069664,0.52449226,0.5278709,0.5324003,0.53777444,0.54068846,0.54457915,0.547963,0.5506026,0.5558342,0.55762374,0.56066453,0.5638953,0.5684776,0.56806576,0.5708109,0.57142854,0.57313895,0.5748336,0.5780907,0.5799596,0.5798909,0.5830425,0.5818178,0.58329064,0.5855923,0.5863525
valid_loss,0.6977190534392724,0.6874907257050816,0.6850491017637327,0.6890782407963177,0.6873872248777806,0.6816890225773098,0.680389120810098,0.6826314205213413,0.6797119797457422,0.6786878068068588,0.680069435884032,0.677973815188308,0.6772351822278297,0.6773647900951186,0.6777380380003133,0.6766501487783774,0.675814391062068,0.6789042396823114,0.6769958816500562,0.6753983894565433,0.6741500088384216,0.6754124803079252,0.6735537163026243,0.673419030901231,0.6727772698135097,0.6724017502821544,0.6744506350282587,0.6763813859373876,0.6732721148400886,0.6753594311557383
valid_acc,0.53756326,0.54735595,0.5539337,0.5500289,0.550768,0.56434226,0.5684072,0.5543402,0.5686905,0.571733,0.56785285,0.573322,0.5737901,0.5748617,0.57295245,0.57395023,0.57730067,0.57189316,0.5710186,0.5762906,0.5819322,0.57599497,0.58099604,0.58135325,0.583164,0.58460516,0.5745661,0.57530516,0.57950556,0.5789882
