,0,1,2,3,4,5,6,7,8,9,10,11
train_loss,0.9521142339296041,0.8445076080366503,0.7949590181499407,0.7653565877732257,0.7466016550899612,0.73201565966556,0.720545873165136,0.7143717218112307,0.7087871297265796,0.7052636772768377,0.7022186937886031,0.6985413976542603
train_acc,0.5041909,0.50863993,0.50833136,0.50936365,0.5084941,0.51239324,0.51624197,0.5161971,0.5175604,0.5197372,0.52029824,0.5248426
valid_loss,0.7047666663726535,0.6975559165097294,0.6959625640657032,0.6930464948685885,0.6918752563063707,0.696212331211556,0.6909959110325428,0.6900330345470534,0.6901567974192323,0.6905151885175973,0.6915791759348646,0.692468040270992
valid_acc,0.51709646,0.51494956,0.5209844,0.52658725,0.5256447,0.5081555,0.5263647,0.52979445,0.52965045,0.52684903,0.52625996,0.5249771
