,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
train_loss,0.9305722008696059,0.8330841557411218,0.783192493783573,0.7550389550179308,0.7369641003435253,0.7239361726144282,0.7146731236030925,0.70884159317261,0.7023735209619962,0.6984101740443318,0.6949809158922415,0.6926603801603505,0.6899644807713243,0.6882485158281917,0.6867019076913702,0.6852576149313881,0.6831661549057327,0.6829613803614561,0.6812950193531463,0.6803562029968543,0.6794367346307791,0.6784069914751331,0.6775738084914714,0.6772453579747001,0.6761120941560369,0.675624302793863,0.6742403618462054,0.6738947619984573,0.6737676685292652,0.6733903198276311,0.6727946064098699,0.6723093921447935,0.6722638447160718,0.6715376052877522,0.6709646140310787
train_acc,0.50670654,0.5099985,0.51364475,0.5141026,0.5170948,0.5201524,0.523924,0.52567893,0.53154343,0.5328297,0.53784394,0.54017127,0.5443952,0.5469241,0.5479869,0.55153507,0.55693084,0.5579391,0.5593126,0.5616344,0.5633894,0.5673953,0.56856173,0.5685018,0.57092714,0.57153213,0.57600135,0.5765082,0.5759577,0.5753146,0.5772876,0.5793751,0.5790971,0.58038336,0.5832175
valid_loss,0.715667931668299,0.6931004333454858,0.6902177821649487,0.6863230754712324,0.6858383852962852,0.6856674442779964,0.6877043978763737,0.6851836816328232,0.6845586750078715,0.68509723360614,0.682690635180829,0.6819373550495146,0.682502455489298,0.6816762408533392,0.6814963402615971,0.6801370922929675,0.6796295888599808,0.6816179484764544,0.6782368601096948,0.6782698541636711,0.6792657327929713,0.6773146631446829,0.676940946523008,0.6769782623484496,0.6766787826110616,0.6774969735482793,0.675873393348919,0.6755689925121903,0.6751948138557875,0.6755141389154234,0.6745361494309721,0.6754038239702429,0.6745825434767128,0.6764455486385137,0.6753276142088258
valid_acc,0.5239531,0.5330841,0.53659403,0.54091793,0.5475055,0.54592854,0.5376114,0.54819226,0.54754364,0.5491969,0.5572342,0.55863315,0.55540293,0.55692905,0.5596887,0.5622449,0.56406343,0.55788285,0.5667341,0.5673445,0.56207955,0.57075274,0.57128686,0.56870526,0.5693411,0.56918854,0.5705874,0.57302916,0.5729274,0.57147765,0.57553446,0.57487315,0.573576,0.5676752,0.57081634
